1.98e+03,3.91e+02,4.38e+02,4.43e+02,4.93e+02,1.50e+01,1.75e+01
2.05e+03,3.90e+02,4.28e+02,4.43e+02,4.93e+02,1.55e+01,1.90e+01
2.11e+03,3.79e+02,4.57e+02,4.43e+02,4.87e+02,1.60e+01,1.90e+01
2.18e+03,4.12e+02,4.60e+02,4.60e+02,4.94e+02,1.70e+01,2.00e+01
2.24e+03,4.19e+02,4.57e+02,4.60e+02,4.94e+02,1.80e+01,2.10e+01
2.30e+03,3.90e+02,4.42e+02,4.60e+02,4.94e+02,1.90e+01,2.30e+01
2.37e+03,3.81e+02,4.30e+02,4.60e+02,4.94e+02,1.90e+01,2.30e+01
2.43e+03,3.94e+02,4.42e+02,4.60e+02,4.94e+02,1.80e+01,2.20e+01
2.50e+03,4.07e+02,4.50e+02,4.60e+02,4.94e+02,1.90e+01,2.40e+01
2.56e+03,4.19e+02,4.55e+02,4.60e+02,4.94e+02,2.00e+01,2.60e+01
2.62e+03,4.16e+02,4.56e+02,4.60e+02,4.94e+02,2.00e+01,2.70e+01
2.69e+03,4.11e+02,4.55e+02,4.60e+02,4.94e+02,1.90e+01,2.60e+01
2.75e+03,4.11e+02,4.52e+02,4.60e+02,4.94e+02,1.90e+01,2.60e+01
2.82e+03,4.25e+02,4.58e+02,4.60e+02,4.94e+02,2.00e+01,2.70e+01
2.88e+03,4.36e+02,4.57e+02,4.60e+02,4.94e+02,2.00e+01,2.80e+01
2.94e+03,4.12e+02,4.63e+02,4.63e+02,5.10e+02,1.90e+01,2.60e+01
3.01e+03,4.23e+02,4.59e+02,4.63e+02,5.10e+02,1.90e+01,2.60e+01
3.07e+03,4.26e+02,4.55e+02,4.63e+02,5.10e+02,1.90e+01,2.60e+01
3.14e+03,4.21e+02,4.57e+02,4.63e+02,5.10e+02,1.90e+01,2.60e+01
3.20e+03,4.20e+02,4.49e+02,4.63e+02,5.10e+02,2.00e+01,2.70e+01
3.26e+03,4.25e+02,4.77e+02,4.77e+02,5.17e+02,2.05e+01,2.80e+01
3.33e+03,4.14e+02,4.44e+02,4.77e+02,5.17e+02,2.10e+01,3.00e+01
3.39e+03,4.30e+02,4.56e+02,4.77e+02,5.17e+02,2.10e+01,3.00e+01
3.46e+03,4.14e+02,4.56e+02,4.77e+02,5.17e+02,2.00e+01,2.80e+01
3.52e+03,4.24e+02,4.65e+02,4.77e+02,5.17e+02,2.00e+01,2.90e+01
3.58e+03,4.38e+02,4.72e+02,4.77e+02,5.17e+02,2.00e+01,3.00e+01
3.65e+03,4.20e+02,4.46e+02,4.77e+02,5.17e+02,2.10e+01,3.10e+01
3.71e+03,4.27e+02,4.58e+02,4.77e+02,5.17e+02,2.20e+01,3.20e+01
3.78e+03,4.32e+02,4.58e+02,4.77e+02,5.17e+02,2.20e+01,3.30e+01
3.84e+03,4.26e+02,4.72e+02,4.77e+02,5.17e+02,2.20e+01,3.30e+01
3.90e+03,4.26e+02,4.70e+02,4.77e+02,5.17e+02,2.30e+01,3.45e+01
3.97e+03,4.34e+02,4.66e+02,4.77e+02,5.17e+02,2.30e+01,3.50e+01
4.03e+03,4.30e+02,4.70e+02,4.77e+02,5.17e+02,2.20e+01,3.40e+01
4.10e+03,4.27e+02,4.59e+02,4.77e+02,5.17e+02,2.30e+01,3.50e+01
4.16e+03,4.27e+02,4.59e+02,4.77e+02,5.17e+02,2.30e+01,3.50e+01
