4.80e+02,-1.11e+01,-4.47e+00,-4.47e+00,2.57e+00,2.90e+01,2.50e+01
9.60e+02,-7.62e+00,-4.21e+00,-4.21e+00,2.44e+00,2.90e+01,1.90e+01
1.44e+03,-5.55e+00,-3.13e+00,-3.13e+00,1.70e+00,2.90e+01,2.20e+01
1.92e+03,-7.27e+00,-2.30e+00,-2.30e+00,1.73e+00,2.90e+01,2.30e+01
2.40e+03,-5.72e+00,-1.58e+00,-1.58e+00,1.80e+00,3.00e+01,2.10e+01
2.88e+03,-5.68e+00,-1.05e+00,-1.05e+00,2.01e+00,3.10e+01,2.15e+01
3.36e+03,-4.63e+00,-1.11e+00,-1.05e+00,2.01e+00,3.10e+01,2.30e+01
3.84e+03,-3.95e+00,-6.52e-01,-6.52e-01,1.88e+00,3.10e+01,2.30e+01
4.32e+03,-4.47e+00,-1.02e+00,-6.52e-01,1.88e+00,3.10e+01,2.30e+01
4.80e+03,-3.68e+00,6.59e-02,6.59e-02,2.70e+00,3.10e+01,2.50e+01
5.28e+03,-3.31e+00,-1.38e-01,6.59e-02,2.70e+00,3.10e+01,2.40e+01
5.76e+03,-3.48e+00,-4.16e-03,6.59e-02,2.70e+00,3.20e+01,2.60e+01
6.24e+03,-2.51e+00,8.91e-02,8.91e-02,2.72e+00,3.20e+01,2.60e+01
6.72e+03,-2.67e+00,1.08e-01,1.08e-01,2.83e+00,3.20e+01,2.65e+01
7.20e+03,-3.35e+00,-3.18e-02,1.08e-01,2.83e+00,3.20e+01,2.60e+01
7.68e+03,-3.08e+00,3.86e-01,3.86e-01,1.75e+00,3.20e+01,2.60e+01
8.16e+03,-2.01e+00,3.03e-01,3.86e-01,1.75e+00,3.30e+01,2.80e+01
8.64e+03,-2.48e+00,1.50e-01,3.86e-01,1.75e+00,3.35e+01,2.90e+01
9.12e+03,-1.90e+00,2.92e-01,3.86e-01,1.75e+00,3.40e+01,3.00e+01
9.60e+03,-2.28e+00,-1.03e-01,3.86e-01,1.75e+00,3.40e+01,3.00e+01
1.01e+04,-2.58e+00,3.91e-01,3.91e-01,2.81e+00,3.40e+01,3.20e+01
1.06e+04,-2.21e+00,4.29e-01,4.29e-01,3.18e+00,3.50e+01,3.20e+01
1.10e+04,-1.48e+00,3.44e-01,4.29e-01,3.18e+00,3.50e+01,3.20e+01
1.15e+04,-1.94e+00,3.80e-01,4.29e-01,3.18e+00,3.50e+01,3.30e+01
1.20e+04,-2.02e+00,2.37e-01,4.29e-01,3.18e+00,3.50e+01,3.30e+01
1.25e+04,-1.97e+00,3.77e-01,4.29e-01,3.18e+00,3.60e+01,3.40e+01
1.30e+04,-2.29e+00,1.43e-01,4.29e-01,3.18e+00,3.60e+01,3.50e+01
1.34e+04,-1.94e+00,2.30e-01,4.29e-01,3.18e+00,3.60e+01,3.40e+01
1.39e+04,-2.52e+00,4.69e-01,4.69e-01,3.10e+00,3.70e+01,3.40e+01
1.44e+04,-1.53e+00,6.40e-01,6.40e-01,3.38e+00,3.70e+01,3.50e+01
1.49e+04,-1.68e+00,4.26e-01,6.40e-01,3.38e+00,3.70e+01,3.50e+01
1.54e+04,-2.08e+00,7.87e-01,7.87e-01,3.05e+00,3.70e+01,3.50e+01
1.58e+04,-1.77e+00,6.67e-01,7.87e-01,3.05e+00,3.70e+01,3.50e+01
1.63e+04,-1.89e+00,7.09e-01,7.87e-01,3.05e+00,3.70e+01,3.60e+01
1.68e+04,-2.11e+00,5.67e-01,7.87e-01,3.05e+00,3.70e+01,3.60e+01
1.73e+04,-1.36e+00,8.52e-01,7.87e-01,3.09e+00,3.80e+01,3.70e+01
1.78e+04,-2.32e+00,4.61e-01,7.87e-01,3.09e+00,3.80e+01,3.70e+01
1.82e+04,-2.01e+00,7.76e-01,7.87e-01,3.09e+00,3.80e+01,3.80e+01
1.87e+04,-2.08e+00,5.85e-01,7.87e-01,3.09e+00,3.80e+01,3.70e+01
1.92e+04,-1.72e+00,7.08e-01,7.87e-01,3.09e+00,3.80e+01,3.80e+01
1.97e+04,-1.52e+00,8.86e-01,7.87e-01,3.07e+00,3.90e+01,4.00e+01
2.02e+04,-1.66e+00,8.29e-01,8.29e-01,3.08e+00,3.90e+01,4.00e+01
2.06e+04,-1.68e+00,7.36e-01,8.29e-01,3.08e+00,3.90e+01,4.10e+01
2.11e+04,-2.39e+00,6.85e-01,8.29e-01,3.08e+00,3.90e+01,4.10e+01
2.16e+04,-1.74e+00,5.01e-01,8.29e-01,3.08e+00,3.90e+01,4.20e+01
2.21e+04,-2.28e+00,7.69e-01,8.29e-01,3.08e+00,4.00e+01,4.20e+01
2.26e+04,-2.18e+00,9.12e-01,9.12e-01,3.28e+00,4.00e+01,4.30e+01
2.30e+04,-1.97e+00,7.18e-01,9.12e-01,3.28e+00,4.00e+01,4.30e+01
2.35e+04,-2.02e+00,7.23e-01,9.12e-01,3.28e+00,4.00e+01,4.40e+01
2.40e+04,-1.87e+00,7.24e-01,9.12e-01,3.28e+00,4.10e+01,4.50e+01
2.45e+04,-1.41e+00,7.91e-01,9.12e-01,3.28e+00,4.10e+01,4.50e+01
2.50e+04,-1.89e+00,5.17e-01,9.12e-01,3.28e+00,4.10e+01,4.50e+01
2.54e+04,-1.64e+00,7.36e-01,9.12e-01,3.28e+00,4.10e+01,4.60e+01
2.59e+04,-1.37e+00,8.74e-01,9.12e-01,3.28e+00,4.20e+01,4.60e+01
2.64e+04,-2.47e+00,7.61e-01,9.12e-01,3.28e+00,4.10e+01,4.50e+01
2.69e+04,-1.38e+00,8.11e-01,9.12e-01,3.28e+00,4.20e+01,4.70e+01
2.74e+04,-1.76e+00,9.11e-01,9.12e-01,3.28e+00,4.10e+01,4.50e+01
2.78e+04,-2.34e+00,8.48e-01,9.12e-01,3.28e+00,4.20e+01,4.70e+01
2.83e+04,-1.06e+00,1.01e+00,1.01e+00,3.41e+00,4.20e+01,4.80e+01
2.88e+04,-1.84e+00,9.85e-01,1.01e+00,3.41e+00,4.30e+01,4.80e+01
2.93e+04,-2.20e+00,7.94e-01,1.01e+00,3.41e+00,4.20e+01,4.70e+01
2.98e+04,-1.12e+00,1.02e+00,1.02e+00,3.63e+00,4.20e+01,4.80e+01
3.02e+04,-1.52e+00,1.01e+00,1.02e+00,3.63e+00,4.10e+01,4.70e+01
3.07e+04,-1.47e+00,1.03e+00,1.03e+00,3.64e+00,4.20e+01,4.80e+01
3.12e+04,-1.45e+00,7.79e-01,1.03e+00,3.64e+00,4.20e+01,4.90e+01
3.17e+04,-2.26e+00,9.34e-01,1.03e+00,3.64e+00,4.10e+01,4.80e+01
3.22e+04,-1.63e+00,1.05e+00,1.05e+00,3.06e+00,4.20e+01,4.90e+01
3.26e+04,-1.30e+00,1.02e+00,1.05e+00,3.06e+00,4.25e+01,5.00e+01
3.31e+04,-1.97e+00,9.44e-01,1.05e+00,3.06e+00,4.20e+01,4.80e+01
3.36e+04,-8.57e-01,1.13e+00,1.13e+00,3.03e+00,4.20e+01,4.95e+01
3.41e+04,-1.56e+00,9.99e-01,1.13e+00,3.03e+00,4.10e+01,5.00e+01
3.46e+04,-1.94e+00,1.09e+00,1.13e+00,3.03e+00,4.10e+01,4.90e+01
3.50e+04,-8.05e-01,9.60e-01,1.13e+00,3.03e+00,4.10e+01,4.90e+01
