-2.81e+01,-1.41e+01,2.70e+01
-8.90e+00,2.96e+00,2.80e+01
-7.51e+00,2.41e+00,2.10e+01
-7.66e+00,2.28e+00,2.30e+01
-1.16e+01,-7.58e+00,2.60e+01
-2.28e+01,-1.57e+01,2.10e+01
-7.13e+00,3.02e+00,2.20e+01
-2.51e+01,-1.09e+01,2.80e+01
-9.36e+00,9.93e-01,3.40e+01
-2.66e+01,-1.27e+01,2.40e+01
-9.11e+00,1.31e+00,2.60e+01
-1.53e+01,-1.60e+00,3.00e+01
-1.54e+01,-4.30e+00,2.90e+01
-8.12e+00,8.12e-01,2.40e+01
-4.57e+00,3.29e+00,1.60e+01
-1.68e+01,-2.33e+00,2.60e+01
-8.47e+00,7.73e-01,2.40e+01
-8.85e+00,-2.92e-01,3.10e+01
-7.19e+00,3.45e+00,2.50e+01
-7.78e+00,1.18e+00,3.20e+01
-7.40e+00,1.16e+00,1.80e+01
-1.31e+01,-3.65e-01,2.20e+01
-2.58e+01,-1.38e+01,2.60e+01
-6.87e+00,3.07e+00,1.80e+01
-6.71e+00,7.68e-01,2.30e+01
-2.46e+01,-1.40e+01,3.00e+01
-8.20e+00,1.17e+00,2.90e+01
-9.00e+00,1.56e+00,2.40e+01
-1.94e+01,-1.03e+01,2.60e+01
-7.41e+00,1.97e+00,2.50e+01
-8.41e+00,3.21e-01,2.20e+01
-1.89e+01,-1.13e+01,2.30e+01
-7.71e+00,-1.23e+00,2.10e+01
-7.76e+00,2.96e-01,2.70e+01
-8.44e+00,2.98e-01,2.80e+01
-8.49e+00,5.04e-02,2.70e+01
-8.18e+00,9.44e-01,2.90e+01
-9.86e+00,-3.14e+00,2.10e+01
-7.22e+00,1.98e+00,2.80e+01
-7.01e+00,1.29e+00,2.50e+01
-1.61e+01,8.84e-01,2.30e+01
-7.56e+00,1.45e+00,3.10e+01
-8.48e+00,1.79e+00,2.10e+01
-7.39e+00,1.44e+00,2.50e+01
-1.44e+01,-3.67e-01,2.80e+01
-1.96e+01,-1.36e+01,3.20e+01
-1.03e+01,1.10e+00,2.60e+01
-6.75e+00,2.36e+00,2.40e+01
-7.99e+00,2.12e+00,2.90e+01
-1.63e+01,-6.70e+00,2.30e+01
-2.49e+01,-1.48e+01,2.80e+01
-7.35e+00,1.72e+00,2.00e+01
-7.82e+00,-9.37e-01,2.90e+01
-7.45e+00,1.80e+00,2.40e+01
-2.25e+01,-1.47e+01,2.30e+01
-1.29e+01,-1.29e+00,2.80e+01
-6.76e+00,-8.72e-01,2.50e+01
-2.28e+01,-1.48e+01,2.70e+01
-1.15e+01,2.36e-02,2.90e+01
-8.81e+00,4.53e-01,2.50e+01
-1.37e+01,-4.68e-01,3.10e+01
-2.04e+01,-1.56e+01,2.50e+01
-8.07e+00,-7.84e-02,2.70e+01
-1.93e+01,-1.03e+01,2.80e+01
-2.78e+01,-1.59e+01,2.50e+01
-8.32e+00,3.36e+00,3.00e+01
-7.37e+00,8.73e-01,2.80e+01
-9.77e+00,9.23e-01,2.20e+01
-7.04e+00,2.50e+00,1.90e+01
-2.37e+01,-1.38e+01,2.30e+01
-6.94e+00,3.77e+00,2.40e+01
-8.82e+00,3.40e+00,2.50e+01
-7.51e+00,2.40e+00,2.00e+01
-6.44e+00,3.04e+00,2.40e+01
-2.75e+01,-1.41e+01,3.00e+01
-7.49e+00,-6.33e-02,2.90e+01
-2.66e+01,-1.22e+01,2.10e+01
-1.61e+01,-1.24e+01,2.40e+01
-9.23e+00,2.52e+00,2.30e+01
-1.49e+01,2.82e+00,2.00e+01
-7.43e+00,1.28e+00,2.40e+01
-8.77e+00,1.95e+00,3.00e+01
-8.53e+00,-4.66e-01,3.20e+01
-1.45e+01,-7.34e+00,2.50e+01
-2.61e+01,-1.06e-01,2.00e+01
-7.61e+00,3.00e+00,2.80e+01
-1.16e+01,-4.78e+00,2.20e+01
-7.95e+00,2.18e+00,2.20e+01
-8.06e+00,-1.10e-01,3.10e+01
-2.50e+01,-1.60e+01,2.30e+01
-8.28e+00,6.73e-01,2.80e+01
-1.95e+01,-1.57e+01,2.40e+01
-2.62e+01,-1.87e+01,1.60e+01
-2.06e+01,4.50e+00,2.20e+01
-2.64e+01,-1.32e+01,2.60e+01
-2.53e+01,-1.48e+01,3.20e+01
-1.84e+01,-1.34e+01,1.90e+01
-9.99e+00,-2.20e+00,2.60e+01
-2.09e+01,-1.48e+01,3.90e+01
-7.50e+00,7.19e-01,2.60e+01
-1.13e+01,4.35e-01,2.10e+01
-6.72e+00,2.68e+00,2.20e+01
-2.00e+01,-1.17e+01,1.80e+01
-6.66e+00,1.86e+00,2.00e+01
-6.94e+00,1.53e+00,2.80e+01
-8.71e+00,4.20e-01,2.40e+01
-2.25e+01,-1.48e+01,2.60e+01
-2.16e+01,-1.47e+01,2.80e+01
-2.20e+01,-1.46e+01,2.50e+01
-6.91e+00,2.16e+00,2.80e+01
-8.65e+00,3.27e-01,3.10e+01
-7.64e+00,1.92e+00,3.00e+01
-2.03e+01,-1.42e+01,3.00e+01
-7.39e+00,3.52e+00,2.50e+01
-8.86e+00,1.40e+00,2.80e+01
-7.52e+00,1.37e+00,2.90e+01
-1.33e+01,1.50e+00,2.50e+01
-8.64e+00,-3.40e-01,2.30e+01
-1.01e+01,2.41e-01,2.10e+01
-7.72e+00,1.14e+00,1.70e+01
-2.17e+01,-1.60e+01,3.20e+01
-1.54e+01,3.75e-01,2.30e+01
-1.54e+01,-7.95e+00,3.10e+01
-8.15e+00,1.26e+00,2.30e+01
-9.88e+00,4.48e-01,1.90e+01
-9.96e+00,-1.32e-01,2.10e+01
-7.05e+00,1.94e+00,1.90e+01
-6.70e+00,1.18e+00,2.30e+01
-2.47e+01,-1.47e+01,3.20e+01
-8.08e+00,-6.71e-01,2.70e+01
-2.10e+01,-1.01e+01,2.20e+01
-1.98e+01,-1.32e+01,2.10e+01
-1.98e+01,-1.85e+00,1.90e+01
-2.14e+01,-1.50e+01,2.00e+01
-1.89e+01,-9.54e+00,2.40e+01
-1.26e+01,9.98e-01,3.00e+01
-1.25e+01,3.41e+00,2.80e+01
-1.02e+01,-1.12e+00,2.40e+01
-7.26e+00,1.18e+00,3.40e+01
-7.60e+00,1.48e+00,2.20e+01
-7.72e+00,1.42e+00,2.80e+01
-6.32e+00,4.09e+00,2.50e+01
-2.00e+01,-1.08e+01,1.90e+01
-8.40e+00,3.32e-01,3.30e+01
-2.71e+01,-1.34e+01,2.90e+01
-8.07e+00,3.72e+00,2.10e+01
-1.74e+01,-1.62e+00,2.60e+01
-7.03e+00,2.71e+00,2.80e+01
-7.80e+00,5.11e-01,2.40e+01
-1.81e+01,1.49e+00,2.60e+01
-6.88e+00,1.92e+00,3.10e+01
-7.03e+00,2.41e+00,2.40e+01
-1.57e+01,-1.16e+01,2.40e+01
-7.01e+00,1.84e-01,2.30e+01
-1.07e+01,2.52e+00,2.40e+01
-9.27e+00,-4.93e-01,2.90e+01
-2.37e+01,-1.48e+01,2.30e+01
-9.88e+00,1.84e+00,2.00e+01
-1.93e+01,-1.28e+01,2.30e+01
-2.53e+01,-1.44e+01,1.70e+01
-7.36e+00,1.00e+00,3.30e+01
-9.52e+00,-4.02e+00,3.20e+01
-8.81e+00,-1.07e-01,2.80e+01
-7.45e+00,1.24e+00,3.70e+01
-7.31e+00,4.20e-02,3.40e+01
-8.79e+00,1.16e+00,2.10e+01
-7.99e+00,2.27e+00,2.10e+01
-2.64e+01,-1.48e+01,2.60e+01
-1.85e+01,-9.75e+00,3.50e+01
-7.55e+00,1.17e+00,2.20e+01
-7.79e+00,6.43e-01,3.40e+01
-8.91e+00,5.96e-01,2.30e+01
-1.21e+01,-2.26e+00,2.40e+01
-2.74e+01,-1.46e+01,2.30e+01
-6.99e+00,1.15e+00,2.70e+01
-2.25e+01,-1.18e+01,2.00e+01
-1.58e+01,3.61e-01,2.70e+01
-7.63e+00,1.53e+00,3.00e+01
-8.07e+00,-4.03e-01,2.50e+01
-7.93e+00,2.63e-01,2.90e+01
-1.28e+01,-2.46e-01,2.60e+01
-1.74e+01,3.96e+00,2.20e+01
-2.10e+01,-1.07e+01,1.70e+01
-8.27e+00,8.83e-01,2.40e+01
-1.73e+01,-4.79e+00,1.50e+01
-5.07e+00,5.35e+00,2.30e+01
-1.46e+01,-3.41e+00,2.40e+01
-7.00e+00,1.36e+00,3.40e+01
-8.46e+00,2.07e+00,2.50e+01
-1.49e+01,1.82e+00,2.30e+01
-2.50e+01,-1.61e+01,2.10e+01
-2.23e+01,-1.39e+01,2.00e+01
-7.78e+00,3.69e+00,2.40e+01
-7.19e+00,2.36e+00,1.80e+01
-1.10e+01,3.94e+00,1.60e+01
-8.72e+00,1.04e+00,2.80e+01
-1.94e+01,-1.22e+01,2.10e+01
-8.11e+00,1.95e+00,2.00e+01
-2.63e+01,-1.43e+01,2.50e+01
-1.08e+01,-1.23e+00,2.50e+01
-1.27e+01,-5.20e-02,2.30e+01
-1.12e+01,2.60e+00,2.10e+01
-1.51e+01,2.89e+00,2.10e+01
-7.78e+00,1.90e+00,2.60e+01
-2.44e+01,-1.37e+01,2.60e+01
-1.10e+01,8.71e-01,2.40e+01
-1.99e+01,-1.26e+01,1.80e+01
-6.93e+00,2.00e+00,2.80e+01
-7.56e+00,2.11e+00,2.60e+01
-8.97e+00,9.12e-01,3.00e+01
-8.67e+00,1.41e+00,2.50e+01
-2.29e+01,-1.16e+01,2.50e+01
-8.21e+00,8.36e-01,2.60e+01
-2.19e+01,-1.40e+01,2.60e+01
-8.63e+00,8.00e-01,2.40e+01
-1.90e+01,-1.48e+01,2.90e+01
-1.39e+01,2.24e+00,2.10e+01
-1.38e+01,1.13e+00,2.20e+01
-7.45e+00,7.20e-01,2.50e+01
-7.35e+00,2.03e+00,2.60e+01
-2.09e+01,-1.31e+01,2.80e+01
-7.01e+00,2.67e+00,2.90e+01
-7.03e+00,5.88e-01,2.50e+01
-2.92e+01,-1.48e+01,2.70e+01
-2.35e+01,-1.54e+01,3.20e+01
-8.19e+00,-2.45e-01,2.10e+01
-1.48e+01,-1.34e+00,2.30e+01
-8.95e+00,2.03e+00,2.30e+01
-7.57e+00,1.10e+00,1.90e+01
-9.45e+00,1.09e+00,2.30e+01
-7.15e+00,8.26e-01,2.60e+01
-1.75e+01,-1.94e-01,2.10e+01
-2.02e+01,-1.13e+01,2.90e+01
-7.91e+00,2.44e+00,2.00e+01
-1.01e+01,-6.00e-01,2.10e+01
-1.25e+01,-1.49e+00,2.00e+01
-2.06e+01,-1.08e+01,1.40e+01
-1.05e+01,-3.46e-01,2.80e+01
-7.75e+00,6.49e-01,2.00e+01
-2.49e+01,-1.28e+01,2.30e+01
-6.90e+00,4.13e+00,2.60e+01
-2.18e+01,-1.38e+01,2.40e+01
-8.47e+00,2.88e+00,2.00e+01
-1.92e+01,-8.93e+00,2.10e+01
-9.53e+00,-1.68e+00,3.60e+01
-1.23e+01,-4.05e-01,2.70e+01
-1.44e+01,-1.65e+00,2.40e+01
-8.59e+00,2.34e-01,3.00e+01
-2.34e+01,-1.55e+01,2.90e+01
-9.19e+00,8.14e-01,2.80e+01
-2.05e+01,-5.80e+00,2.40e+01
-8.41e+00,2.68e+00,2.80e+01
-1.61e+01,-5.07e+00,2.30e+01
-1.27e+01,1.28e+00,2.30e+01
-2.23e+01,-8.88e+00,2.30e+01
-9.23e+00,2.77e+00,2.80e+01
-2.88e+01,-1.60e+01,1.90e+01
-8.87e+00,2.96e-01,3.40e+01
-8.64e+00,1.57e+00,3.40e+01
-6.74e+00,2.67e+00,1.80e+01
-8.46e+00,3.73e-01,2.00e+01
-6.83e+00,1.73e+00,2.90e+01
-7.79e+00,-5.80e-01,2.80e+01
-6.83e+00,2.32e+00,2.90e+01
-7.27e+00,1.64e+00,2.70e+01
-8.63e+00,1.69e+00,2.30e+01
-1.01e+01,-2.04e+00,2.50e+01
-9.30e+00,2.89e+00,2.90e+01
-7.41e+00,7.96e-01,2.70e+01
-1.94e+01,-1.22e+01,2.70e+01
-1.03e+01,-5.90e-01,2.70e+01
-1.89e+01,2.57e-02,2.00e+01
-2.09e+01,-1.19e+01,1.70e+01
-2.11e+01,-1.50e+01,2.40e+01
-7.54e+00,4.08e+00,3.00e+01
-1.42e+01,5.75e-01,2.80e+01
-9.11e+00,-1.01e+00,2.40e+01
-9.10e+00,2.06e+00,2.70e+01
-1.00e+01,-1.50e+00,2.30e+01
-1.75e+01,1.61e+00,2.50e+01
-8.46e+00,-4.77e-03,2.20e+01
-2.44e+01,-1.31e+01,2.70e+01
-8.66e+00,8.33e-01,2.40e+01
-7.94e+00,1.21e+00,2.60e+01
-7.45e+00,2.80e+00,2.70e+01
-9.16e+00,-1.09e+00,1.50e+01
-7.01e+00,1.57e+00,2.20e+01
-1.16e+01,-5.30e-02,2.50e+01
-2.82e+01,-1.42e+01,2.40e+01
-6.79e+00,3.72e+00,1.70e+01
-6.94e+00,8.25e-01,2.90e+01
-2.85e+01,-1.41e+01,2.50e+01
-1.22e+01,-9.44e-01,2.70e+01
-7.28e+00,2.28e+00,2.60e+01
-7.41e+00,3.45e-01,2.50e+01
-2.48e+01,-1.35e+01,1.50e+01
-1.71e+01,-1.41e+01,2.40e+01
-1.81e+01,-1.13e+00,2.60e+01
-1.92e+01,-3.35e+00,2.60e+01
-1.29e+01,1.16e+00,2.60e+01
-1.05e+01,-4.32e+00,2.50e+01
-2.80e+01,-1.54e+01,2.20e+01
-2.57e+01,-1.47e+01,2.20e+01
-1.39e+01,-4.88e-01,3.10e+01
-1.46e+01,3.58e+00,2.20e+01
-9.88e+00,-3.43e+00,2.50e+01
-7.32e+00,3.64e+00,2.50e+01
-1.05e+01,4.44e-01,2.50e+01
-1.11e+01,6.38e-01,2.00e+01
-6.85e+00,1.60e+00,2.70e+01
-9.96e+00,2.72e+00,2.60e+01
-2.81e+01,-1.54e+01,2.50e+01
-1.89e+01,-1.43e+01,2.40e+01
-1.00e+01,7.88e-01,2.00e+01
-6.86e+00,1.62e+00,2.20e+01
-2.12e+01,-1.28e+01,1.80e+01
-1.26e+01,-6.56e+00,1.80e+01
-1.85e+01,-1.35e+01,2.10e+01
-2.96e+01,-1.14e+01,2.30e+01
-6.27e+00,2.78e+00,2.50e+01
-5.80e+00,1.66e+00,2.30e+01
-8.84e+00,2.40e+00,2.30e+01
-1.24e+01,-2.46e+00,2.60e+01
-2.03e+01,-1.48e+01,2.90e+01
-8.12e+00,-3.42e-02,1.60e+01
-8.97e+00,-1.76e+00,2.70e+01
-9.34e+00,-3.97e+00,2.50e+01
-8.74e+00,-6.07e-01,2.80e+01
-2.68e+01,-1.48e+01,2.00e+01
-8.80e+00,8.06e-01,3.20e+01
-8.35e+00,-1.35e-01,2.60e+01
-7.60e+00,9.39e-01,2.80e+01
-7.08e+00,2.43e+00,2.20e+01
-8.38e+00,2.80e-01,3.10e+01
-2.61e+01,-1.37e+01,2.60e+01
-2.83e+01,-1.33e+01,2.80e+01
-7.58e+00,3.10e-01,2.80e+01
-1.69e+01,-1.76e+00,2.10e+01
-1.99e+01,-5.94e+00,2.00e+01
-1.24e+01,8.49e-01,1.80e+01
-1.15e+01,-7.65e-01,2.80e+01
-9.31e+00,1.21e+00,2.30e+01
-7.30e+00,1.27e+00,2.60e+01
-6.03e+00,8.36e-01,2.60e+01
-6.66e+00,1.14e+00,2.70e+01
-7.85e+00,2.86e+00,2.40e+01
-8.37e+00,2.20e-01,2.90e+01
-1.73e+01,-1.41e+01,1.80e+01
-7.20e+00,4.44e-01,3.00e+01
-1.01e+01,-3.05e-01,2.00e+01
-1.95e+01,1.65e+00,2.20e+01
-2.01e+01,-1.31e+01,2.30e+01
-1.65e+01,-5.01e+00,2.60e+01
-7.02e+00,1.94e+00,2.90e+01
-1.96e+01,-4.93e+00,1.50e+01
-5.19e+00,3.18e+00,2.40e+01
-6.92e+00,2.78e+00,2.30e+01
-8.16e+00,3.05e+00,3.10e+01
-6.77e+00,6.05e-01,2.50e+01
-2.59e+01,-1.47e+01,2.60e+01
-2.13e+01,-1.30e+01,2.40e+01
-9.32e+00,-4.37e-01,2.80e+01
-7.73e+00,2.11e-02,3.10e+01
-7.66e+00,1.40e+00,2.60e+01
-2.45e+01,-1.53e+01,2.30e+01
-7.70e+00,1.49e+00,2.80e+01
-2.30e+01,-1.48e+01,2.90e+01
-5.86e+00,1.82e+00,2.10e+01
-9.70e+00,5.57e-01,2.50e+01
-6.26e+00,1.93e+00,2.50e+01
-1.76e+01,-7.46e-01,2.40e+01
-8.15e+00,-3.47e+00,2.40e+01
-2.59e+01,-1.36e+01,2.50e+01
-9.55e+00,-6.17e+00,2.60e+01
-1.27e+01,1.89e+00,1.90e+01
-1.24e+01,-1.48e+00,2.50e+01
-1.51e+01,-8.99e+00,2.20e+01
-6.99e+00,2.58e+00,1.80e+01
-2.48e+01,-1.03e+01,2.10e+01
-8.91e+00,1.37e+00,2.20e+01
-6.89e+00,3.67e+00,2.60e+01
-8.24e+00,1.39e+00,2.80e+01
-7.58e+00,5.91e-01,2.80e+01
-2.29e+01,-1.37e+01,2.30e+01
-2.61e+01,-1.25e+01,2.80e+01
-1.22e+01,-4.07e+00,1.90e+01
-1.81e+01,-1.51e+01,2.60e+01
-9.03e+00,-3.36e-01,2.70e+01
-2.61e+01,-1.33e+01,1.90e+01
-1.22e+01,1.23e+00,2.30e+01
-7.35e+00,3.96e-01,2.70e+01
-1.09e+01,1.70e+00,2.40e+01
-2.63e+01,-1.40e+01,3.00e+01
-7.98e+00,6.59e-01,3.20e+01
-1.85e+01,-3.36e-01,1.70e+01
-9.41e+00,-5.90e-01,2.50e+01
-9.94e+00,-8.44e-01,1.90e+01
-7.28e+00,7.13e-01,2.50e+01
-8.02e+00,6.19e-01,2.00e+01
-1.09e+01,3.41e+00,2.50e+01
-1.03e+01,9.09e-01,2.00e+01
-7.01e+00,1.24e+00,2.50e+01
-6.72e+00,2.12e+00,1.90e+01
-1.61e+01,-2.42e+00,2.50e+01
-2.04e+01,-1.41e+01,2.80e+01
-1.76e+01,-1.06e+01,2.50e+01
-1.15e+01,-8.08e-02,2.60e+01
